ncols         43
nrows         32
xllcorner     0.000000
yllcorner     0.000000
cellsize      0.500000
NODATA_value  -9999
0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.004057	0.001014	0.001014	0.001014	0.000000	0.000000	0.004057	0.005071	0.000000	0.003043	0.002028	0.003043	0.000000	0.000000	0.000000	0.000000	0.003043	0.000000	0.001014	0.001014	0.001014	0.000000	0.001014	0.001014	0.001014	0.000000	0.000000	0.001014	0.001014	0.000000	0.001014	0.000000	0.000000	0.001014	0.000000	0.001014	0.000000	
0.001014	0.000000	0.002028	0.000000	0.000000	0.001014	0.000000	0.001014	0.001014	0.000000	0.000000	0.004057	0.000000	0.003043	0.004057	0.005071	0.002028	0.001014	0.000000	0.000000	0.001014	0.004057	0.002028	0.002028	0.000000	0.000000	0.001014	0.000000	0.001014	0.001014	0.002028	0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	
0.001014	0.000000	0.000000	0.001014	0.001014	0.000000	0.001014	0.000000	0.000000	0.000000	0.004057	0.003043	0.000000	0.003043	0.000000	0.004057	0.002028	0.001014	0.000000	0.001014	0.002028	0.000000	0.001014	0.000000	0.002028	0.000000	0.000000	0.002028	0.000000	0.001014	0.001014	0.001014	0.001014	0.000000	0.001014	0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.001014	
0.000000	0.000000	0.000000	0.000000	0.000000	0.001014	0.002028	0.001014	0.000000	0.000000	0.000000	0.003043	0.003043	0.003043	0.000000	0.001014	0.002028	0.002028	0.000000	0.000000	0.001014	0.001014	0.000000	0.002028	0.003043	0.001014	0.000000	0.000000	0.002028	0.001014	0.002028	0.000000	0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.001014	0.000000	0.001014	0.000000	0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005071	0.000000	0.003043	0.001014	0.002028	0.000000	0.002028	0.000000	0.000000	0.001014	0.000000	0.000000	0.000000	0.000000	0.001014	0.002028	0.001014	0.000000	0.002028	0.000000	0.000000	0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.000000	0.000000	0.002028	0.001014	0.005071	0.004057	0.000000	0.001014	0.000000	0.002028	0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.000000	0.000000	0.001014	0.002028	0.004057	0.001014	0.000000	0.002028	0.001014	0.000000	0.003043	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001014	0.001014	0.000000	0.001014	
0.000000	0.000000	0.001014	0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.002028	0.000000	0.003043	0.002028	0.003043	0.000000	0.003043	0.001014	0.000000	0.001014	0.000000	0.000000	0.000000	0.000000	0.001014	0.001014	0.002028	0.000000	0.000000	0.003043	0.001014	0.001014	0.001014	0.002028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.001014	0.001014	0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.005071	0.005071	0.000000	0.004057	0.000000	0.004057	0.001014	0.000000	0.000000	0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.001014	0.001014	0.002028	0.002028	0.000000	0.002028	0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005071	0.005071	0.003043	0.003043	0.000000	0.001014	0.000000	0.000000	0.001014	0.000000	0.000000	0.000000	0.000000	0.002028	0.001014	0.001014	0.001014	0.000000	0.001014	0.001014	0.000000	0.000000	0.003043	0.000000	0.002028	0.000000	0.002028	0.000000	0.000000	0.000000	0.000000	0.001014	0.001014	0.000000	0.001014	
0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.002028	0.000000	0.006085	0.002028	0.003043	0.001014	0.001014	0.000000	0.002028	0.001014	0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.001014	0.001014	0.000000	0.001014	0.000000	0.000000	0.000000	0.001014	0.000000	0.002028	0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001014	0.002028	0.009128	0.000000	0.000000	0.000000	0.001014	0.001014	0.000000	0.000000	0.000000	0.000000	0.002028	0.001014	0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.000000	0.002028	0.000000	0.002028	0.000000	0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.006085	0.007099	0.001014	0.002028	0.000000	0.003043	0.000000	0.000000	0.001014	0.000000	0.000000	0.001014	0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.001014	0.000000	0.002028	0.001014	0.000000	0.000000	0.001014	0.001014	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005071	0.000000	0.003043	0.000000	0.002028	0.001014	0.000000	0.000000	0.000000	0.000000	0.002028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.000000	0.002028	0.000000	0.002028	0.000000	0.001014	0.000000	0.000000	0.001014	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002028	0.002028	0.005071	0.000000	0.004057	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001014	0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.001014	0.000000	0.001014	0.001014	0.000000	0.001014	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003043	0.007099	0.001014	0.002028	0.000000	0.000000	0.000000	0.002028	0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.000000	0.002028	0.000000	0.002028	0.000000	0.002028	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006085	0.000000	0.005071	0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.000000	0.000000	0.001014	0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.001014	0.000000	0.001014	0.000000	0.001014	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004057	0.004057	0.005071	0.000000	0.001014	0.000000	0.002028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.001014	0.003043	0.000000	0.002028	0.000000	0.001014	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003043	0.002028	0.005071	0.001014	0.001014	0.001014	0.001014	0.000000	0.002028	0.002028	0.002028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.000000	0.001014	0.000000	0.000000	0.001014	0.000000	0.000000	0.001014	0.000000	0.001014	0.002028	0.001014	0.001014	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005071	0.000000	0.004057	0.000000	0.002028	0.001014	0.000000	0.000000	0.001014	0.000000	0.000000	0.003043	0.000000	0.000000	0.002028	0.000000	0.001014	0.001014	0.000000	0.001014	0.001014	0.000000	0.002028	0.000000	0.000000	0.002028	0.000000	0.001014	0.002028	0.000000	0.001014	0.002028	0.001014	0.004057	0.004057	0.002028	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003043	0.001014	0.001014	0.001014	0.000000	0.000000	0.000000	0.000000	0.001014	0.000000	0.001014	0.001014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002028	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002028	0.000000	0.006085	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002028	0.000000	0.000000	0.002028	0.000000	0.001014	0.001014	0.000000	0.001014	0.001014	0.000000	0.001014	0.001014	0.000000	0.001014	0.001014	0.000000	0.000000	0.001014	0.000000	0.001014	0.000000	0.002028	0.000000	0.001014	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
